"","x"
"12121","49"
"12122","83"
"12123","63"
"12124","44"
"12125","05"
"12126","55"
"12127","97"
"12128","67"
"12129","48"
"12130","16"
"12131","86"
"12132","87"
"12133","35"
"12134","02"
"12135","05"
"12136","94"
"12137","75"
"12138","26"
"12139","17"
"12140","64"
"12141","33"
"12142","20"
"12143","15"
"12144","46"
"12145","18"
"12146","36"
"12147","86"
"12148","00"
"12149","06"
"12150","03"
"12151","40"
"12152","93"
"12153","06"
"12154","32"
"12155","29"
"12156","07"
"12157","86"
"12158","98"
"12159","92"
"12160","98"
"12161","75"
"12162","78"
"12163","82"
"12164","68"
"12165","11"
"12166","93"
"12167","90"
"12168","88"
"12169","52"
"12170","12"
"12171","16"
"12172","70"
"12173","61"
"12174","21"
"12175","54"
"12176","15"
"12177","03"
"12178","90"
"12179","44"
"12180","30"
"12181","97"
"12182","99"
"12183","98"
"12184","66"
"12185","61"
"12186","11"
"12187","80"
"12188","72"
"12189","97"
"12190","98"
"12191","99"
"12192","94"
"12193","92"
"12194","44"
"12195","50"
"12196","70"
"12197","70"
"12198","31"
"12199","15"
"12200","28"
"12201","78"
"12202","83"
"12203","79"
"12204","64"
"12205","00"
"12206","64"
"12207","00"
"12208","66"
"12209","86"
"12210","80"
"12211","57"
"12212","46"
"12213","40"
"12214","50"
"12215","00"
"12216","47"
"12217","10"
"12218","15"
"12219","70"
"12220","48"
"12221","89"
"12222","73"
"12223","40"
"12224","65"
"12225","76"
"12226","00"
"12227","67"
"12228","59"
"12229","40"
"12230","14"
"12231","72"
"12232","46"
"12233","19"
"12234","87"
"12235","65"
"12236","40"
"12237","53"
"12238","55"
"12239","35"
"12240","88"
"12241","98"
"12242","85"
"12243","08"
"12244","08"
"12245","81"
"12246","50"
"12247","00"
"12248","91"
"12249","01"
"12250","58"
"12251","97"
"12252","50"
"12253","59"
"12254","62"
"12255","80"
"12256","77"
"12257","35"
"12258","19"
"12259","89"
"12260","00"
"12261","86"
"12262","93"
"12263","69"
"12264","79"
"12265","21"
"12266","00"
"12267","19"
"12268","20"
"12269","94"
"12270","60"
"12271","50"
"12272","00"
"12273","90"
"12274","21"
"12275","63"
"12276","00"
"12277","00"
"12278","07"
"12279","00"
"12280","90"
"12281","54"
"12282","98"
"12283","74"
"12284","22"
"12285","00"
"12286","67"
"12287","31"
"12288","29"
"12289","27"
"12290","00"
"12291","38"
"12292","95"
"12293","00"
"12294","00"
"12295","30"
"12296","93"
"12297","99"
"12298","93"
"12299","00"
"12300","44"
"12301","79"
"12302","56"
"12303","46"
"12304","63"
"12305","66"
"12306","32"
"12307","44"
"12308","55"
"12309","97"
"12310","06"
"12311","01"
"12312","43"
"12313","77"
"12314","60"
"12315","58"
"12316","00"
"12317","57"
"12318","00"
"12319","69"
"12320","00"
"12321","00"
"12322","00"
"12323","00"
"12324","00"
"12325","75"
"12326","83"
"12327","64"
"12328","77"
"12329","25"
"12330","94"
"12331","00"
"12332","00"
"12333","96"
"12334","96"
"12335","99"
"12336","28"
"12337","54"
"12338","50"
"12339","34"
"12340","92"
"12341","68"
"12342","95"
"12343","91"
"12344","00"
"12345","79"
"12346","81"
"12347","97"
"12348","76"
"12349","81"
"12350","77"
"12351","65"
"12352","82"
"12353","59"
"12354","57"
"12355","64"
"12356","00"
"12357","26"
"12358","67"
"12359","48"
"12360","53"
"12361","95"
"12362","96"
"12363","99"
"12364","98"
"12365","00"
"12366","90"
"12367","91"
"12368","94"
"12369","00"
"12370","27"
"12371","99"
"12372","37"
"12373","38"
"12374","93"
"12375","78"
"12376","86"
"12377","92"
"12378","85"
"12379","70"
"12380","00"
"12381","00"
"12382","44"
"12383","14"
"12384","43"
"12385","00"
"12386","91"
"12387","86"
"12388","76"
"12389","60"
"12390","87"
"12391","79"
"12392","69"
"12393","53"
"12394","42"
"12395","60"
"12396","75"
"12397","74"
"12398","97"
"12399","87"
"12400","80"
"12401","90"
"12402","00"
"12403","00"
"12404","88"
"12405","89"
"12406","84"
"12407","70"
"12408","87"
"12409","74"
"12410","50"
"12411","90"
"12412","73"
"12413","68"
"12414","09"
"12415","94"
"12416","60"
"12417","74"
"12418","13"
"12419","17"
"12420","50"
"12421","00"
"12422","50"
"12423","20"
"12424","39"
"12425","08"
"12426","36"
"12427","81"
"12428","82"
"12429","75"
"12430","70"
"12431","88"
"12432","91"
"12433","97"
"12434","97"
"12435","99"
"12436","99"
"12437","97"
"12438","98"
"12439","00"
"12440","97"
"12441","00"
"12442","96"
"12443","97"
"12444","94"
"12445","99"
"12446","95"
"12447","43"
"12448","48"
"12449","98"
"12450","59"
"12451","51"
"12452","26"
"12453","61"
"12454","71"
"12455","98"
"12456","98"
"12457","98"
"12458","00"
"12459","00"
"12460","98"
"12461","97"
"12462","97"
"12463","90"
"12464","10"
"12465","02"
"12466","32"
"12467","24"
"12468","30"
"12469","22"
"12470","27"
"12471","31"
"12472","53"
"12473","50"
"12474","97"
"12475","87"
"12476","17"
"12477","50"
"12478","22"
"12479","71"
"12480","74"
"12481","28"
"12482","00"
"12483","20"
"12484","78"
"12485","50"
"12486","55"
"12487","17"
"12488","97"
"12489","85"
"12490","50"
"12491","42"
"12492","50"
"12493","45"
"12494","37"
"12495","50"
"12496","90"
"12497","95"
"12498","90"
"12499","80"
"12500","48"
"12501","39"
"12502","00"
"12503","06"
"12504","01"
"12505","08"
"12506","03"
"12507","47"
"12508","08"
"12509","29"
"12510","00"
"12511","26"
"12512","93"
"12513","92"
"12514","58"
"12515","31"
"12516","14"
"12517","33"
"12518","12"
"12519","56"
"12520","68"
"12521","56"
"12522","02"
"12523","33"
"12524","25"
"12525","46"
"12526","96"
"12527","31"
"12528","06"
"12529","21"
"12530","30"
"12531","31"
"12532","30"
"12533","97"
"12534","90"
"12535","47"
"12536","66"
"12537","54"
"12538","85"
"12539","24"
"12540","93"
"12541","37"
"12542","40"
"12543","24"
"12544","96"
"12545","31"
"12546","06"
"12547","77"
"12548","52"
"12549","22"
"12550","22"
"12551","60"
"12552","02"
"12553","20"
"12554","87"
"12555","92"
"12556","93"
"12557","92"
"12558","82"
"12559","94"
"12560","85"
"12561","84"
"12562","82"
"12563","90"
"12564","19"
"12565","59"
"12566","87"
"12567","87"
"12568","89"
"12569","85"
"12570","00"
"12571","66"
"12572","66"
"12573","83"
"12574","93"
"12575","57"
"12576","81"
"12577","52"
"12578","80"
"12579","43"
"12580","64"
"12581","40"
"12582","40"
"12583","11"
"12584","94"
"12585","90"
"12586","76"
"12587","00"
"12588","22"
"12589","87"
"12590","00"
"12591","91"
"12592","10"
"12593","27"
"12594","56"
"12595","90"
"12596","47"
"12597","05"
"12598","92"
"12599","88"
"12600","88"
"12601","87"
"12602","00"
"12603","07"
"12604","83"
"12605","64"
"12606","13"
"12607","85"
"12608","21"
"12609","66"
"12610","43"
"12611","08"
"12612","94"
"12613","00"
"12614","00"
"12615","85"
"12616","94"
"12617","23"
"12618","82"
"12619","83"
"12620","18"
"12621","73"
"12622","10"
"12623","20"
"12624","41"
"12625","26"
"12626","36"
"12627","62"
"12628","65"
"12629","52"
"12630","04"
"12631","16"
"12632","55"
"12633","43"
"12634","86"
"12635","70"
"12636","10"
"12637","82"
"12638","44"
"12639","84"
"12640","84"
"12641","53"
"12642","35"
"12643","87"
"12644","91"
"12645","02"
"12646","40"
"12647","91"
"12648","42"
"12649","91"
"12650","06"
"12651","67"
"12652","17"
"12653","69"
"12654","77"
"12655","19"
"12656","67"
"12657","87"
"12658","02"
"12659","30"
"12660","10"
"12661","89"
"12662","18"
"12663","03"
"12664","62"
"12665","75"
"12666","42"
"12667","59"
"12668","21"
"12669","31"
"12670","46"
"12671","88"
"12672","76"
"12673","85"
"12674","83"
"12675","26"
"12676","74"
"12677","89"
"12678","63"
"12679","29"
"12680","15"
"12681","45"
"12682","88"
"12683","88"
"12684","87"
"12685","90"
"12686","78"
"12687","96"
"12688","97"
"12689","46"
"12690","71"
"12691","34"
"12692","83"
"12693","67"
"12694","61"
"12695","88"
"12696","82"
"12697","88"
"12698","74"
"12699","85"
"12700","83"
"12701","63"
"12702","39"
"12703","00"
"12704","12"
"12705","87"
"12706","79"
"12707","50"
"12708","76"
"12709","22"
"12710","04"
"12711","23"
"12712","25"
"12713","53"
"12714","48"
"12715","33"
"12716","58"
"12717","19"
"12718","60"
"12719","97"
"12720","11"
"12721","95"
"12722","37"
"12723","27"
"12724","75"
"12725","81"
"12726","80"
"12727","90"
"12728","53"
"12729","12"
"12730","83"
"12731","09"
"12732","61"
"12733","10"
"12734","99"
"12735","96"
"12736","29"
"12737","43"
"12738","44"
"12739","85"
"12740","80"
"12741","46"
"12742","32"
"12743","35"
"12744","33"
"12745","31"
"12746","98"
"12747","37"
"12748","82"
"12749","29"
"12750","13"
"12751","41"
"12752","77"
"12753","52"
"12754","57"
"12755","44"
"12756","87"
"12757","35"
"12758","83"
"12759","70"
"12760","86"
"12761","73"
"12762","71"
"12763","61"
"12764","79"
"12765","04"
"12766","43"
"12767","23"
"12768","51"
"12769","49"
"12770","76"
"12771","58"
"12772","36"
"12773","35"
"12774","55"
"12775","60"
"12776","71"
"12777","36"
"12778","22"
"12779","66"
"12780","72"
"12781","33"
"12782","07"
"12783","87"
"12784","28"
"12785","98"
"12786","16"
"12787","28"
"12788","79"
"12789","95"
"12790","85"
"12791","53"
"12792","81"
"12793","89"
"12794","36"
"12795","85"
"12796","67"
"12797","34"
"12798","19"
"12799","03"
"12800","01"
"12801","14"
"12802","50"
"12803","95"
"12804","34"
"12805","91"
"12806","64"
"12807","02"
"12808","02"
"12809","00"
"12810","30"
"12811","30"
"12812","75"
"12813","35"
"12814","37"
"12815","05"
"12816","23"
"12817","29"
"12818","83"
"12819","30"
"12820","12"
"12821","97"
"12822","72"
"12823","73"
"12824","39"
"12825","51"
"12826","26"
"12827","12"
"12828","02"
"12829","33"
"12830","23"
"12831","40"
"12832","45"
"12833","89"
"12834","13"
"12835","58"
"12836","68"
"12837","05"
"12838","14"
"12839","44"
"12840","90"
"12841","82"
"12842","99"
"12843","67"
"12844","50"
"12845","69"
"12846","08"
"12847","54"
"12848","50"
"12849","34"
"12850","30"
"12851","52"
"12852","15"
"12853","44"
"12854","94"
"12855","34"
"12856","76"
"12857","46"
"12858","17"
"12859","31"
"12860","14"
"12861","22"
"12862","87"
"12863","20"
"12864","12"
"12865","16"
"12866","52"
"12867","64"
"12868","78"
"12869","35"
"12870","12"
"12871","06"
"12872","96"
"12873","94"
"12874","03"
"12875","69"
"12876","08"
"12877","58"
"12878","54"
"12879","42"
"12880","57"
"12881","74"
"12882","28"
"12883","63"
"12884","82"
"12885","70"
"12886","73"
"12887","01"
"12888","69"
"12889","97"
"12890","36"
"12891","62"
"12892","27"
"12893","00"
"12894","89"
"12895","07"
"12896","29"
"12897","35"
"12898","33"
"12899","92"
"12900","90"
"12901","34"
"12902","88"
"12903","34"
"12904","09"
"12905","60"
"12906","51"
"12907","12"
"12908","53"
"12909","16"
"12910","47"
"12911","77"
"12912","31"
"12913","04"
"12914","14"
"12915","69"
"12916","25"
"12917","31"
"12918","80"
"12919","29"
"12920","17"
"12921","15"
"12922","72"
"12923","02"
"12924","84"
"12925","80"
"12926","26"
"12927","23"
"12928","02"
"12929","84"
"12930","01"
"12931","77"
"12932","74"
"12933","13"
"12934","77"
"12935","75"
"12936","70"
"12937","43"
"12938","78"
"12939","09"
"12940","13"
"12941","56"
"12942","47"
"12943","66"
"12944","78"
"12945","09"
"12946","71"
"12947","99"
"12948","88"
"12949","74"
"12950","86"
"12951","86"
"12952","09"
"12953","92"
"12954","94"
"12955","12"
"12956","03"
"12957","64"
"12958","40"
"12959","75"
"12960","22"
"12961","94"
"12962","71"
"12963","63"
"12964","71"
"12965","06"
"12966","58"
"12967","37"
"12968","13"
"12969","57"
"12970","62"
"12971","17"
"12972","56"
"12973","12"
"12974","26"
"12975","50"
"12976","41"
"12977","15"
"12978","34"
"12979","54"
"12980","16"
"12981","91"
"12982","69"
"12983","25"
"12984","18"
"12985","63"
"12986","09"
"12987","28"
"12988","93"
"12989","94"
"12990","85"
"12991","64"
"12992","08"
"12993","50"
"12994","28"
"12995","48"
"12996","53"
"12997","63"
"12998","89"
"12999","45"
"13000","42"
"13001","93"
"13002","19"
"13003","09"
"13004","85"
"13005","70"
"13006","32"
"13007","77"
"13008","58"
"13009","22"
"13010","36"
"13011","01"
"13012","46"
"13013","59"
"13014","66"
"13015","70"
"13016","83"
"13017","84"
"13018","99"
"13019","80"
"13020","67"
"13021","24"
"13022","78"
"13023","66"
"13024","64"
"13025","82"
"13026","86"
"13027","15"
"13028","10"
"13029","33"
"13030","77"
"13031","84"
"13032","10"
"13033","15"
"13034","00"
"13035","95"
"13036","63"
"13037","91"
"13038","47"
"13039","14"
"13040","05"
"13041","55"
"13042","34"
"13043","13"
"13044","33"
"13045","19"
"13046","54"
"13047","23"
"13048","91"
"13049","61"
"13050","58"
"13051","79"
"13052","39"
"13053","59"
"13054","54"
"13055","12"
"13056","27"
"13057","00"
"13058","38"
"13059","05"
"13060","05"
"13061","44"
"13062","96"
"13063","16"
"13064","85"
"13065","58"
"13066","67"
"13067","01"
"13068","33"
"13069","61"
"13070","51"
"13071","43"
"13072","07"
"13073","25"
"13074","35"
"13075","57"
"13076","82"
"13077","20"
"13078","71"
"13079","20"
"13080","10"
"13081","20"
"13082","74"
"13083","39"
"13084","21"
"13085","40"
"13086","79"
"13087","59"
"13088","65"
"13089","45"
"13090","20"
"13091","00"
"13092","71"
"13093","81"
"13094","17"
"13095","61"
"13096","44"
"13097","48"
"13098","52"
"13099","79"
"13100","36"
"13101","41"
"13102","30"
"13103","73"
"13104","51"
"13105","79"
"13106","80"
"13107","28"
"13108","65"
"13109","83"
"13110","56"
"13111","89"
"13112","20"
"13113","48"
"13114","05"
"13115","46"
"13116","85"
"13117","87"
"13118","85"
"13119","05"
"13120","99"
"13121","60"
"13122","23"
"13123","40"
"13124","55"
"13125","35"
"13126","74"
"13127","40"
"13128","18"
"13129","55"
"13130","34"
"13131","24"
"13132","52"
"13133","30"
"13134","14"
"13135","61"
"13136","55"
"13137","73"
"13138","55"
"13139","02"
"13140","30"
"13141","75"
"13142","01"
"13143","71"
"13144","49"
"13145","81"
"13146","92"
"13147","46"
"13148","24"
"13149","81"
"13150","57"
"13151","44"
"13152","16"
"13153","97"
"13154","94"
"13155","00"
"13156","18"
"13157","86"
"13158","00"
"13159","15"
"13160","94"
"13161","65"
"13162","35"
"13163","94"
"13164","82"
"13165","50"
"13166","50"
"13167","90"
"13168","00"
"13169","24"
"13170","50"
"13171","81"
"13172","25"
"13173","78"
"13174","70"
"13175","06"
"13176","52"
"13177","64"
"13178","00"
"13179","27"
"13180","20"
"13181","45"
"13182","50"
"13183","00"
"13184","00"
"13185","29"
"13186","25"
"13187","78"
"13188","21"
"13189","53"
"13190","50"
"13191","91"
"13192","88"
"13193","05"
"13194","68"
"13195","30"
"13196","82"
"13197","34"
"13198","75"
"13199","33"
"13200","06"
"13201","74"
"13202","47"
"13203","73"
"13204","68"
"13205","50"
"13206","34"
"13207","68"
"13208","69"
"13209","89"
"13210","95"
"13211","16"
"13212","80"
"13213","80"
"13214","80"
"13215","95"
"13216","82"
"13217","38"
"13218","45"
"13219","69"
"13220","85"
"13221","50"
"13222","33"
"13223","88"
"13224","24"
"13225","43"
"13226","16"
"13227","17"
"13228","38"
"13229","05"
"13230","80"
"13231","88"
"13232","23"
"13233","08"
"13234","71"
"13235","50"
"13236","70"
"13237","25"
"13238","75"
"13239","14"
"13240","18"
"13241","10"
"13242","42"
"13243","81"
"13244","30"
"13245","32"
"13246","94"
"13247","49"
"13248","27"
"13249","29"
"13250","50"
"13251","72"
"13252","43"
"13253","18"
"13254","27"
"13255","06"
"13256","17"
"13257","09"
"13258","01"
"13259","07"
"13260","84"
"13261","43"
"13262","00"
"13263","29"
"13264","53"
"13265","85"
"13266","87"
"13267","90"
"13268","50"
"13269","12"
"13270","69"
"13271","22"
"13272","24"
"13273","61"
"13274","76"
"13275","99"
"13276","78"
"13277","92"
"13278","27"
"13279","41"
"13280","69"
"13281","25"
"13282","63"
"13283","29"
"13284","78"
"13285","11"
"13286","38"
"13287","37"
"13288","54"
"13289","33"
"13290","30"
"13291","14"
"13292","30"
"13293","97"
"13294","39"
"13295","22"
"13296","00"
"13297","53"
"13298","39"
"13299","61"
"13300","70"
"13301","03"
"13302","42"
"13303","07"
"13304","24"
"13305","01"
"13306","50"
"13307","89"
"13308","55"
"13309","71"
"13310","58"
"13311","96"
"13312","53"
"13313","88"
"13314","11"
"13315","89"
"13316","32"
"13317","23"
"13318","17"
"13319","67"
"13320","69"
"13321","14"
"13322","35"
"13323","81"
"13324","57"
"13325","51"
"13326","82"
"13327","47"
"13328","00"
"13329","68"
"13330","77"
"13331","56"
"13332","87"
"13333","51"
"13334","76"
"13335","90"
"13336","55"
"13337","61"
"13338","45"
"13339","13"
"13340","72"
"13341","45"
"13342","97"
"13343","25"
"13344","80"
"13345","28"
"13346","01"
"13347","24"
"13348","67"
"13349","55"
"13350","67"
"13351","90"
"13352","85"
"13353","51"
"13354","48"
"13355","44"
"13356","38"
"13357","63"
"13358","11"
"13359","57"
"13360","33"
"13361","15"
"13362","76"
"13363","09"
"13364","84"
"13365","70"
"13366","42"
"13367","98"
"13368","38"
"13369","84"
"13370","79"
"13371","22"
"13372","48"
"13373","31"
"13374","30"
"13375","70"
"13376","92"
"13377","87"
"13378","55"
"13379","54"
"13380","42"
"13381","92"
"13382","80"
"13383","15"
"13384","98"
"13385","94"
"13386","95"
"13387","98"
"13388","96"
"13389","66"
"13390","64"
"13391","88"
"13392","42"
"13393","97"
"13394","81"
"13395","12"
"13396","26"
"13397","48"
"13398","00"
"13399","07"
"13400","89"
"13401","15"
"13402","92"
"13403","43"
"13404","04"
"13405","19"
"13406","23"
"13407","61"
"13408","87"
"13409","87"
"13410","89"
"13411","07"
"13412","94"
"13413","21"
"13414","73"
"13415","27"
"13416","51"
"13417","17"
"13418","86"
"13419","80"
"13420","77"
"13421","33"
"13422","50"
"13423","76"
"13424","50"
"13425","72"
"13426","66"
"13427","35"
"13428","28"
"13429","13"
"13430","12"
"13431","48"
"13432","50"
"13433","24"
"13434","78"
"13435","25"
"13436","76"
"13437","37"
"13438","52"
"13439","05"
"13440","38"
"13441","25"
"13442","51"
"13443","16"
"13444","50"
"13445","42"
"13446","37"
"13447","16"
"13448","31"
"13449","01"
"13450","29"
"13451","32"
"13452","27"
"13453","69"
"13454","05"
"13455","43"
"13456","30"
"13457","65"
"13458","59"
"13459","05"
"13460","28"
"13461","79"
"13462","10"
"13463","35"
"13464","41"
"13465","50"
"13466","34"
"13467","97"
"13468","41"
"13469","36"
"13470","88"
"13471","00"
"13472","15"
"13473","66"
"13474","45"
"13475","55"
"13476","13"
"13477","69"
"13478","37"
"13479","12"
"13480","86"
"13481","87"
"13482","92"
"13483","13"
"13484","29"
"13485","19"
"13486","76"
"13487","72"
"13488","80"
"13489","10"
"13490","34"
"13491","60"
"13492","48"
"13493","81"
"13494","37"
"13495","08"
"13496","93"
"13497","10"
"13498","07"
"13499","84"
"13500","99"
"13501","07"
"13502","25"
"13503","19"
"13504","06"
"13505","43"
"13506","96"
"13507","32"
"13508","66"
"13509","70"
"13510","34"
"13511","54"
"13512","51"
"13513","14"
"13514","77"
"13515","13"
"13516","36"
"13517","50"
"13518","65"
"13519","58"
"13520","90"
"13521","04"
"13522","10"
"13523","82"
"13524","97"
"13525","56"
"13526","40"
"13527","67"
"13528","50"
"13529","02"
"13530","91"
"13531","00"
"13532","26"
"13533","41"
"13534","36"
"13535","24"
"13536","91"
"13537","48"
"13538","84"
"13539","08"
"13540","83"
"13541","34"
"13542","64"
"13543","63"
"13544","38"
"13545","01"
"13546","13"
"13547","53"
"13548","42"
"13549","40"
"13550","40"
"13551","65"
"13552","62"
"13553","56"
"13554","09"
"13555","15"
"13556","29"
"13557","42"
"13558","50"
"13559","30"
"13560","63"
"13561","93"
"13562","95"
"13563","27"
"13564","17"
"13565","37"
"13566","51"
"13567","36"
"13568","69"
"13569","18"
"13570","43"
"13571","83"
"13572","14"
"13573","49"
"13574","46"
"13575","53"
"13576","35"
"13577","10"
"13578","91"
"13579","47"
"13580","49"
"13581","65"
"13582","08"
"13583","69"
"13584","47"
"13585","31"
"13586","32"
"13587","15"
"13588","02"
"13589","75"
"13590","17"
"13591","73"
"13592","08"
"13593","62"
"13594","72"
"13595","35"
"13596","87"
"13597","19"
"13598","38"
"13599","20"
"13600","98"
"13601","59"
"13602","28"
"13603","82"
"13604","56"
"13605","46"
"13606","93"
"13607","91"
"13608","09"
"13609","17"
"13610","21"
"13611","78"
"13612","18"
"13613","28"
"13614","05"
"13615","29"
"13616","73"
"13617","72"
"13618","25"
"13619","41"
"13620","62"
"13621","82"
"13622","65"
"13623","33"
"13624","98"
"13625","67"
"13626","01"
"13627","36"
"13628","63"
"13629","28"
"13630","96"
"13631","29"
"13632","86"
"13633","84"
"13634","99"
"13635","72"
"13636","20"
"13637","55"
"13638","58"
"13639","12"
"13640","20"
"13641","54"
"13642","81"
"13643","43"
"13644","47"
"13645","61"
"13646","19"
"13647","81"
"13648","89"
"13649","42"
"13650","97"
"13651","96"
"13652","05"
"13653","53"
"13654","78"
"13655","51"
"13656","66"
"13657","65"
"13658","84"
"13659","23"
"13660","71"
"13661","27"
"13662","88"
"13663","96"
"13664","73"
"13665","35"
"13666","15"
"13667","30"
"13668","45"
"13669","78"
"13670","43"
"13671","79"
"13672","30"
"13673","60"
"13674","17"
"13675","50"
"13676","79"
"13677","20"
"13678","16"
"13679","86"
"13680","41"
"13681","51"
"13682","80"
"13683","41"
"13684","71"
"13685","14"
"13686","47"
"13687","86"
"13688","70"
"13689","84"
"13690","78"
"13691","80"
"13692","80"
"13693","82"
"13694","64"
"13695","92"
"13696","35"
"13697","72"
"13698","08"
"13699","55"
"13700","79"
"13701","51"
"13702","70"
"13703","81"
"13704","80"
"13705","40"
"13706","66"
"13707","04"
"13708","38"
"13709","80"
"13710","85"
"13711","72"
"13712","79"
"13713","77"
"13714","50"
"13715","91"
"13716","70"
"13717","68"
"13718","60"
"13719","54"
"13720","54"
"13721","24"
"13722","64"
"13723","34"
"13724","41"
"13725","33"
"13726","99"
"13727","61"
"13728","68"
"13729","28"
"13730","25"
"13731","37"
"13732","87"
"13733","61"
"13734","58"
"13735","82"
"13736","10"
"13737","82"
"13738","90"
"13739","68"
"13740","89"
"13741","64"
"13742","75"
"13743","75"
"13744","87"
"13745","96"
"13746","34"
"13747","91"
"13748","30"
"13749","85"
"13750","69"
"13751","64"
"13752","88"
"13753","57"
"13754","85"
"13755","23"
"13756","77"
"13757","45"
"13758","82"
"13759","59"
"13760","82"
"13761","26"
"13762","02"
"13763","04"
"13764","67"
"13765","02"
"13766","80"
"13767","89"
"13768","92"
"13769","60"
"13770","31"
"13771","93"
"13772","51"
"13773","51"
"13774","96"
"13775","22"
"13776","59"
"13777","15"
"13778","79"
"13779","30"
"13780","78"
"13781","60"
"13782","31"
"13783","21"
"13784","05"
"13785","81"
"13786","11"
"13787","04"
"13788","11"
"13789","19"
"13790","28"
"13791","21"
"13792","91"
"13793","63"
"13794","52"
"13795","83"
"13796","66"
"13797","57"
"13798","41"
"13799","29"
"13800","71"
"13801","98"
"13802","29"
"13803","21"
"13804","03"
"13805","29"
"13806","85"
"13807","25"
"13808","88"
"13809","23"
"13810","58"
"13811","58"
"13812","49"
"13813","12"
"13814","61"
"13815","91"
"13816","56"
"13817","27"
"13818","63"
"13819","23"
"13820","90"
"13821","79"
"13822","90"
"13823","54"
"13824","65"
"13825","06"
"13826","72"
"13827","57"
"13828","74"
"13829","78"
"13830","23"
"13831","69"
"13832","81"
"13833","71"
"13834","76"
"13835","07"
"13836","87"
"13837","00"
"13838","18"
"13839","44"
"13840","95"
"13841","16"
"13842","56"
"13843","67"
"13844","66"
"13845","90"
"13846","80"
"13847","66"
"13848","40"
"13849","13"
"13850","60"
"13851","57"
"13852","25"
"13853","91"
"13854","64"
"13855","17"
"13856","73"
"13857","19"
"13858","82"
"13859","54"
"13860","59"
"13861","88"
"13862","53"
"13863","90"
"13864","82"
"13865","95"
"13866","96"
"13867","93"
"13868","08"
"13869","28"
"13870","01"
"13871","77"
"13872","90"
"13873","45"
"13874","24"
"13875","85"
"13876","70"
"13877","17"
"13878","11"
"13879","04"
"13880","26"
"13881","17"
"13882","49"
"13883","09"
"13884","50"
"13885","44"
"13886","37"
"13887","53"
"13888","43"
"13889","51"
"13890","06"
"13891","16"
"13892","74"
"13893","01"
"13894","94"
"13895","27"
"13896","77"
"13897","87"
"13898","14"
"13899","78"
"13900","59"
"13901","86"
"13902","22"
"13903","15"
"13904","89"
"13905","93"
"13906","07"
"13907","29"
"13908","90"
"13909","16"
"13910","72"
"13911","65"
"13912","66"
"13913","63"
"13914","18"
"13915","86"
"13916","53"
"13917","91"
"13918","76"
"13919","56"
"13920","56"
"13921","59"
"13922","76"
"13923","93"
"13924","20"
"13925","02"
"13926","99"
"13927","94"
"13928","90"
"13929","03"
"13930","07"
"13931","82"
"13932","90"
"13933","75"
"13934","47"
"13935","66"
"13936","05"
"13937","68"
"13938","01"
"13939","07"
"13940","12"
"13941","21"
"13942","19"
"13943","29"
"13944","79"
"13945","91"
"13946","78"
"13947","40"
"13948","26"
"13949","65"
"13950","38"
"13951","57"
"13952","37"
"13953","25"
"13954","49"
"13955","59"
"13956","13"
"13957","72"
"13958","85"
"13959","01"
"13960","14"
"13961","68"
"13962","68"
"13963","38"
"13964","14"
"13965","87"
"13966","82"
"13967","66"
"13968","00"
"13969","54"
"13970","77"
"13971","33"
"13972","05"
"13973","23"
"13974","27"
"13975","44"
"13976","75"
"13977","24"
"13978","26"
"13979","39"
"13980","63"
"13981","92"
"13982","92"
"13983","86"
"13984","35"
"13985","69"
"13986","77"
"13987","77"
"13988","67"
"13989","85"
"13990","96"
"13991","66"
"13992","89"
"13993","63"
"13994","35"
"13995","70"
"13996","79"
"13997","50"
"13998","40"
"13999","01"
"14000","66"
"14001","77"
"14002","87"
"14003","83"
"14004","07"
"14005","61"
"14006","64"
"14007","96"
"14008","64"
"14009","05"
"14010","76"
"14011","83"
"14012","86"
"14013","32"
"14014","74"
"14015","66"
"14016","31"
"14017","65"
"14018","73"
"14019","88"
"14020","84"
"14021","47"
"14022","79"
"14023","33"
"14024","37"
"14025","80"
"14026","92"
"14027","95"
"14028","30"
"14029","25"
"14030","82"
"14031","84"
"14032","84"
"14033","65"
"14034","30"
"14035","07"
"14036","60"
"14037","36"
"14038","33"
"14039","86"
"14040","89"
"14041","87"
"14042","82"
"14043","95"
"14044","86"
"14045","84"
"14046","66"
"14047","48"
"14048","53"
"14049","70"
"14050","33"
"14051","55"
"14052","38"
"14053","49"
"14054","12"
"14055","73"
"14056","13"
"14057","38"
"14058","90"
"14059","59"
"14060","08"
"14061","70"
"14062","12"
"14063","16"
"14064","10"
"14065","25"
"14066","86"
"14067","57"
"14068","48"
"14069","05"
"14070","04"
"14071","10"
"14072","84"
"14073","86"
"14074","56"
"14075","40"
"14076","25"
"14077","16"
"14078","56"
"14079","93"
"14080","65"
"14081","09"
"14082","43"
"14083","50"
"14084","83"
"14085","96"
"14086","75"
"14087","53"
"14088","22"
"14089","54"
"14090","11"
"14091","43"
"14092","89"
"14093","80"
"14094","92"
"14095","58"
"14096","81"
"14097","72"
"14098","11"
"14099","37"
"14100","95"
"14101","95"
"14102","78"
"14103","17"
"14104","33"
"14105","29"
"14106","70"
"14107","86"
"14108","31"
"14109","01"
"14110","00"
"14111","33"
"14112","16"
"14113","81"
"14114","10"
"14115","53"
"14116","80"
"14117","46"
"14118","39"
"14119","86"
